"DPT_EXE","DEPART","ARRIVEE","NBRE"
"25",21131,39198,10
"21",21603,21124,10
"93",93046,93008,10
"51",51513,21231,10
"27",76540,27681,10
"27",27681,76540,10
"21",21006,52121,10
"21",21607,25056,10
"21",21456,21611,10
"71",71475,71558,10
"03",63075,3043,10
"21",69123,21412,10
"71",71118,21231,10
"21",21054,75056,10
"10",51454,21460,10
"21",21292,21261,10
"69",69388,69383,10
"69",69383,69388,10
"21",39076,21231,10
"21",21617,21486,10
"21",21607,21366,10
"39",39198,25056,10
"71",71076,71445,10
"83",83034,83069,10
"21",69029,21054,10
"21",21617,21076,10
"21",25056,21263,10
"21",21709,21425,10
"21",21540,21606,10
"93",93066,93066,10
"21",89321,21231,10
"21",21588,21464,10
"21",21435,21425,10
"21",21292,21623,10
"21",21042,21231,10
"21",21387,21231,10
"21",21231,21695,10
"21",21044,21231,10
"21",69123,21166,10
"21",21351,39198,10
"21",21285,25056,10
"21",21617,21194,10
"25",21171,21171,10
"71",71076,71201,10
"21",21612,21425,10
"21",21315,39198,10
"21",89418,21154,10
"49",49007,49328,10
"21",21144,21603,10
"21",21273,21166,10
"21",21070,21231,10
"21",21617,21112,10
"21",21231,21498,10
"25",21054,71475,10
"71",21647,71076,10
"25",25056,21617,10
"21",25056,21285,10
"21",21261,21292,10
"97",97113,97113,10
"78",78158,78646,10
"21",21229,21054,10
"21",21577,21617,10
"21",39198,21054,10
"21",21063,21638,10
"21",21574,21416,10
"71",71309,71153,10
"21",21617,21505,10
"21",21412,21461,10
"21",21658,21054,10
"21",21584,21615,10
"21",21663,21386,10
"21",73106,21231,10
"21",21555,21383,10
"21",21661,21603,10
"21",21260,21617,10
"89",89418,89024,10
"21",21030,21054,10
"21",0,31298,10
"71",21054,21166,10
"21",21000,21320,10
"21",21425,21125,10
"21",21386,21663,10
"71",21461,71073,10
"94",94015,94017,10
"89",69300,21525,10
"21",0,73161,10
"21",21222,21054,10
"71",71201,71076,10
"21",21436,21054,10
"21",21638,21063,10
"21",21377,21231,10
"10",21460,51454,10
"21",21086,21617,10
"21",21154,21418,10
"21",21684,71076,10
"25",21540,21054,10
"21",21060,21535,10
"21",21554,21515,10
"21",21617,21041,10
"21",21289,21231,10
"21",21603,21279,10
"10",21419,89418,10
"71",21332,71566,10
"21",52121,21006,10
"21",21326,21425,10
"21",21269,21515,10
"21",21054,21032,10
"21",21153,21231,10
"21",21541,71182,10
"25",21231,21599,10
"59",59482,59350,10
"21",21518,21425,10
"21",21171,21213,10
"21",21371,21038,10
"21",21430,21425,10
"21",69089,21292,10
"21",21316,21617,10
"21",0,69123,10
"21",21695,21231,10
"25",21390,21617,10
"21",71076,21684,10
"21",21425,21430,10
"21",21617,21215,10
"91",91687,91286,10
"75",21278,81202,11
"21",21282,89025,11
"89",21026,89418,11
"21",21617,21180,11
"21",21344,25056,11
"71",21231,73035,11
"21",21183,21540,11
"21",21124,21054,11
"21",21173,39500,11
"21",21304,21617,11
"21",21263,25056,11
"21",21473,21452,11
"21",21231,21118,11
"21",21631,21231,11
"21",0,21131,11
"89",89418,21026,11
"21",21231,5135,11
"21",21547,21603,11
"83",83069,83069,11
"21",21663,21584,11
"21",21432,21262,11
"25",21231,21535,11
"21",21058,10387,11
"89",89025,21642,11
"21",21615,21054,11
"21",21401,21054,11
"21",21515,21295,11
"71",71064,21231,11
"21",21710,21154,11
"21",0,21436,11
"89",89024,89453,11
"71",71073,21461,11
"21",3069,21154,11
"21",21295,21481,11
"21",21231,21701,11
"21",21047,89204,11
"21",21617,21656,11
"21",21603,21451,11
"21",21378,21154,11
"21",21054,21375,11
"21",0,21187,11
"21",21278,21315,11
"21",21278,21661,11
"57",57463,57031,11
"21",21000,21210,11
"21",21004,21326,11
"21",21245,0,11
"21",21268,39198,11
"21",39198,39198,11
"21",21560,21525,11
"21",21278,21038,11
"21",25056,21554,11
"63",63124,63113,11
"71",21636,21054,11
"21",0,70337,11
"10",10387,21419,11
"03",3190,3321,11
"21",21295,21515,11
"70",21618,21231,11
"71",71558,71475,11
"71",71076,21412,11
"21",21618,25056,11
"21",21236,21231,11
"21",21345,21166,11
"21",89025,21282,11
"71",71014,21715,11
"25",21508,21231,11
"21",21603,21142,11
"89",21538,89024,11
"21",21505,21525,11
"39",39198,39189,11
"21",69123,0,11
"21",21231,67482,11
"21",21555,21277,11
"21",21231,21644,11
"21",75113,21231,11
"39",25056,39056,11
"21",21317,49205,11
"21",71182,21582,11
"89",21531,21425,11
"21",21278,21452,11
"69",69266,69266,11
"21",39198,21103,11
"21",71329,21054,11
"21",21425,21001,11
"21",21617,25056,11
"21",21706,21154,11
"21",70337,21000,11
"21",21231,21406,11
"52",52121,52114,11
"21",21021,21021,11
"70",25056,25056,11
"71",21054,71182,11
"21",21154,21710,11
"21",52121,21012,11
"21",21122,21663,11
"25",21370,21540,11
"21",21112,21585,11
"21",21659,21231,11
"21",21603,21546,11
"21",21540,21584,11
"21",21187,0,11
"21",21503,21231,11
"21",60332,21054,11
"25",21209,21231,11
"21",0,21322,11
"39",39198,21342,11
"21",21603,21611,11
"21",21054,39198,11
"21",67482,21231,11
"21",21575,21054,11
"21",21038,21138,11
"21",21326,21004,11
"21",21349,21054,11
"21",21603,21685,11
"75",81202,21278,11
"21",21063,21603,11
"21",71270,21231,11
"66",66037,66136,11
"71",71190,21231,11
"21",21231,21306,11
"21",21425,21612,11
"21",21201,21603,11
"21",21482,70408,11
"71",21428,71182,11
"21",89204,21047,11
"21",21322,0,11
"03",3043,63075,11
"21",21617,93008,11
"21",21182,21054,11
"21",21166,71118,11
"21",61320,21231,11
"25",21231,21131,11
"21",21154,21455,11
"21",70279,21277,11
"21",39198,21268,11
"71",71076,71131,11
"21",21425,21641,11
"39",25056,21572,11
"21",21231,21150,11
"71",71153,71309,11
"25",71182,21050,11
"25",21462,21231,11
"21",21425,21700,11
"21",21393,21425,11
"70",21433,21231,11
"21",21525,21560,11
"92",92900,92022,11
"21",21371,21166,11
"21",21221,21231,11
"21",21154,73149,11
"52",52121,21231,11
"21",21717,21617,11
"21",21317,21573,11
"21",21603,21460,11
"21",21125,21425,11
"21",21317,71076,11
"21",21603,21489,11
"21",21664,21603,11
"51",21231,51513,11
"21",21657,21617,11
"71",71190,71014,11
"21",75056,0,11
"21",21024,21603,11
"93",93008,93007,11
"21",21154,21309,11
"21",21200,92060,11
"21",21054,21424,11
"21",21537,21603,11
"39",25056,21311,11
"21",21486,21617,11
"71",71117,21604,11
"25",21131,21231,11
"21",21054,21715,11
"21",21231,21377,11
"21",21481,21295,11
"21",21317,21223,11
"39",39056,25056,11
"04",4112,4094,11
"21",25056,21344,11
"21",21521,69029,11
"21",21432,21717,11
"25",21231,21532,11
"89",21425,21531,11
"21",21054,21128,11
"21",21554,21148,11
"21",21166,21369,11
"21",70408,21482,11
"21",21054,69029,11
"21",21633,21540,11
"21",21054,60332,11
"21",21171,75056,11
"21",52269,21154,11
"21",21180,21617,11
"71",71182,21428,11
"21",21262,21432,11
"21",39432,21231,11
"21",21461,21412,11
"21",21617,21567,11
"21",39198,21315,11
"21",21603,21422,11
"68",68224,68224,11
"21",21285,21054,11
"78",78646,78158,11
"21",25000,21231,11
"34",34123,34172,11
"25",21408,21278,11
"71",71076,71566,11
"71",21050,71182,11
"21",71118,21166,11
"21",21246,21231,11
"21",21425,21393,11
"25",21231,21265,11
"25",21617,21390,11
"25",21231,21038,11
"21",21250,71100,11
"21",21231,21662,12
"21",21534,21606,12
"21",21166,21177,12
"21",21584,21540,12
"21",21577,21038,12
"21",21231,41246,12
"21",21279,21603,12
"21",21116,21154,12
"21",21503,70122,12
"89",89263,89198,12
"21",21701,21231,12
"21",21581,21231,12
"21",21617,21230,12
"71",71149,71391,12
"21",21322,25056,12
"21",21239,21617,12
"52",52453,52269,12
"10",10261,21231,12
"21",21355,52291,12
"71",21054,21332,12
"21",21617,21699,12
"21",21464,21297,12
"84",84019,34172,12
"71",21715,71014,12
"21",21596,21585,12
"13",13911,13911,12
"52",52269,52453,12
"21",21235,21166,12
"21",21231,71003,12
"21",21603,21026,12
"25",21166,21617,12
"71",71182,71493,12
"21",21603,21296,12
"21",21231,92060,12
"71",21236,0,12
"21",21566,21603,12
"21",21230,21617,12
"21",21603,54214,12
"21",21296,21603,12
"21",21603,21413,12
"21",21166,21345,12
"39",21342,21038,12
"21",21193,21464,12
"21",21278,21621,12
"21",21599,52269,12
"21",21405,21617,12
"21",21050,71182,12
"21",21408,21545,12
"21",21103,21645,12
"21",21590,71073,12
"21",21166,21277,12
"71",21231,71190,12
"21",21005,21103,12
"52",21674,52114,12
"71",71493,71182,12
"21",21515,21337,12
"71",21461,71014,12
"21",10387,21058,12
"21",21231,21044,12
"25",21231,21596,12
"21",21278,21383,12
"21",21170,21086,12
"20",20247,20247,12
"21",21231,39076,12
"21",21010,21231,12
"42",42222,21231,12
"21",21603,21524,12
"21",21231,21015,12
"21",21412,21606,12
"39",39198,21575,12
"21",21068,21231,12
"21",21035,21054,12
"21",71003,21231,12
"39",21038,21342,12
"21",21627,21603,12
"21",21038,0,12
"89",21710,21603,12
"21",21464,21193,12
"21",21408,21540,12
"21",0,75056,12
"21",21603,21063,12
"21",21617,21060,12
"21",21076,21617,12
"21",21617,21415,12
"21",21166,21060,12
"71",71182,21050,12
"21",21154,21454,12
"21",21554,21038,12
"21",21462,21617,12
"21",21473,21617,12
"71",71306,71073,12
"21",52269,21599,12
"21",71073,21590,12
"21",21645,21103,12
"21",21054,51069,12
"21",21408,21534,12
"71",21610,71640,12
"21",0,21245,12
"21",21023,21128,12
"21",21606,21412,12
"21",21177,21166,12
"21",21684,21162,12
"04",4094,4112,12
"39",21311,25056,12
"89",21603,21247,12
"10",21231,21034,12
"21",21639,39198,12
"21",21231,21068,12
"94",94017,94015,12
"21",21012,52121,12
"34",34172,34123,12
"21",71076,21558,12
"89",89198,89263,12
"21",21297,21464,12
"10",21231,10261,12
"21",21481,21355,12
"21",21166,21316,12
"21",21166,21128,12
"93",93007,93008,12
"21",21166,21415,12
"21",21166,21332,12
"21",21617,21260,12
"21",21415,21617,12
"21",21355,71076,12
"21",21342,39198,12
"75",75113,75113,12
"71",21054,21636,12
"21",21103,21005,12
"39",39198,21356,12
"06",6123,6004,12
"21",21223,21317,12
"21",21231,21581,12
"10",21034,21231,12
"25",21173,71076,12
"21",21711,21603,12
"21",21555,21385,12
"71",71566,71076,12
"71",1053,71137,12
"21",39233,21285,12
"21",21297,21166,12
"70",70026,21231,12
"21",21060,21617,12
"21",21415,21166,12
"21",73149,21154,12
"69",69123,69259,12
"21",21680,21617,12
"21",21616,21054,12
"21",21578,21617,12
"21",21530,89024,12
"21",21481,21617,12
"84",34172,84019,12
"21",21179,21385,12
"21",21308,21617,12
"21",21277,21166,12
"21",21000,21150,12
"21",21617,21316,12
"21",21128,21023,12
"21",21000,21340,12
"21",21231,58196,12
"21",21231,21246,12
"21",0,21210,12
"21",21603,21664,12
"21",21617,21082,12
"39",39198,39526,12
"21",75120,21166,12
"21",21662,21231,12
"21",21383,21278,12
"21",21621,21278,12
"21",21501,21399,12
"21",21612,21603,12
"21",21054,21368,12
"21",21005,21632,12
"21",21142,21603,12
"21",21038,21577,12
"21",21559,21166,12
"21",21054,21428,12
"21",21166,21169,12
"89",21525,69300,12
"21",69123,21054,12
"21",21435,52121,12
"71",71076,71520,12
"68",68145,68066,12
"21",21166,21458,12
"21",21162,21684,12
"25",21231,21661,12
"25",21050,71182,12
"70",21231,70026,12
"21",21603,21244,12
"21",71182,21541,12
"21",71182,21236,12
"21",21087,21420,12
"71",0,21236,12
"21",21603,21566,12
"71",71445,71076,12
"10",21419,10387,12
"21",21334,21617,13
"21",21451,21603,13
"21",75115,21153,13
"21",21710,21540,13
"21",21118,21231,13
"21",21559,21617,13
"71",71640,21610,13
"10",21419,21425,13
"21",21475,21166,13
"71",71059,71306,13
"21",71270,21171,13
"71",1364,71263,13
"21",21573,21717,13
"71",21150,21231,13
"21",21540,21710,13
"21",21674,74065,13
"21",99999,21231,13
"21",25056,21618,13
"21",21231,21453,13
"21",21308,21425,13
"21",92033,21295,13
"21",21355,21481,13
"71",21512,71076,13
"21",53012,39198,13
"21",89005,21711,13
"10",21425,21419,13
"71",71131,71076,13
"71",21340,71076,13
"25",21353,21231,13
"21",21231,21311,13
"21",21248,21154,13
"21",21524,21603,13
"21",21685,21603,13
"71",21332,21054,13
"21",21603,21419,13
"25",21596,21231,13
"21",21568,21617,13
"21",21231,21583,13
"21",21717,21573,13
"21",21342,21292,13
"71",21150,21054,13
"21",21000,21000,13
"21",74065,21674,13
"21",21086,21170,13
"21",21054,3081,13
"70",25056,21138,13
"21",21054,21184,13
"21",21008,39198,13
"21",21409,21295,13
"71",71014,21461,13
"21",21295,92033,13
"71",71165,21231,13
"21",21464,21356,13
"21",21603,21381,13
"21",21563,21278,13
"49",49328,49007,13
"21",52291,21355,13
"71",71076,21340,13
"68",68066,68145,13
"71",21231,0,13
"21",71076,21355,13
"21",21340,21200,13
"25",21231,21481,13
"25",21405,21231,13
"21",21408,21710,13
"21",21603,21635,13
"21",21277,21555,13
"21",21054,21658,13
"71",71351,71566,13
"01",69152,38139,13
"89",21231,21525,13
"21",21282,21603,13
"21",21054,21099,13
"52",52114,21674,13
"21",21096,21617,13
"21",21317,21304,13
"71",71073,69123,13
"25",21166,21166,13
"21",21371,21103,13
"21",21711,89005,13
"21",21082,21617,13
"21",39198,21008,13
"21",25056,21680,13
"21",58196,21231,13
"21",21424,21054,13
"21",21295,21409,13
"21",21554,25056,13
"71",71566,71351,13
"21",21218,21231,13
"89",89025,89025,13
"21",54395,21087,13
"71",71263,1364,13
"25",21231,21473,13
"21",21699,21617,13
"21",71182,21050,13
"26",26370,30189,13
"21",21103,21353,13
"21",0,21502,13
"21",21054,21095,13
"25",21112,21231,13
"21",21617,21473,13
"01",38139,69152,13
"21",21150,21054,13
"21",21231,71404,13
"71",71182,21231,13
"21",21292,21475,13
"26",30189,26370,13
"71",69123,71073,13
"71",71306,71309,13
"21",21128,21166,13
"10",94076,21305,13
"21",21154,21302,13
"21",21166,69123,13
"21",21558,71076,13
"21",21166,54395,13
"52",52114,52121,13
"21",21505,21080,13
"21",41246,21231,13
"21",21231,73161,13
"21",21617,21338,13
"21",21231,21288,13
"21",21015,21231,13
"71",25056,71118,13
"25",71076,21173,13
"25",21231,21632,13
"21",21603,21515,13
"21",21417,21603,13
"21",21603,21686,13
"21",21608,21603,13
"71",71137,1053,13
"21",21534,21408,13
"21",21338,21617,13
"71",21231,71165,13
"21",0,21441,13
"71",0,21054,13
"21",21351,21617,13
"21",21166,21297,13
"21",21292,21572,13
"92",92022,92900,13
"71",21231,21150,13
"21",21154,52269,13
"21",21360,21000,13
"25",21416,21231,13
"21",21519,21540,13
"21",52121,21034,13
"21",21617,21462,13
"21",21292,21028,13
"21",21660,21054,13
"21",21370,21617,14
"21",21087,54395,14
"21",21603,0,14
"21",21606,21170,14
"21",21231,21689,14
"59",59555,59033,14
"21",21344,21054,14
"21",21700,21154,14
"21",21043,21617,14
"21",21416,21060,14
"21",21603,21077,14
"25",71076,21606,14
"25",21231,21508,14
"21",21689,21231,14
"21",1136,21223,14
"58",21231,21403,14
"21",71182,21698,14
"21",21054,21660,14
"21",21603,21602,14
"71",21054,21658,14
"21",21617,21028,14
"21",21361,21617,14
"21",21603,21441,14
"21",21617,21351,14
"21",21138,39198,14
"21",21387,21054,14
"21",21617,21004,14
"21",21481,21278,14
"21",21154,21557,14
"21",21231,33044,14
"71",71182,21281,14
"21",21307,21425,14
"21",25056,21546,14
"21",21511,21603,14
"21",21060,21416,14
"21",21170,21606,14
"21",21333,21617,14
"21",21326,21231,14
"21",89025,21422,14
"21",21099,21054,14
"21",21171,21060,14
"10",21305,94076,14
"21",52121,21159,14
"21",21267,21464,14
"21",21003,21617,14
"21",21698,71182,14
"71",71076,71512,14
"21",21305,21154,14
"21",33044,21231,14
"21",21231,21631,14
"69",69123,69123,14
"71",21281,71182,14
"21",21617,21574,14
"71",21054,21327,14
"21",21356,21464,14
"25",21684,21231,14
"21",58185,21525,14
"58",21102,21231,14
"71",21461,71237,14
"21",21555,21482,14
"21",21102,71076,14
"21",21169,21231,14
"21",21510,52121,14
"21",21244,21603,14
"21",21635,21603,14
"89",21603,21425,14
"21",21292,21493,14
"95",75118,75118,14
"21",21583,21231,14
"21",21422,89025,14
"59",59033,59555,14
"21",80829,21515,14
"21",21092,71076,14
"21",21435,21603,14
"21",21464,21332,14
"21",25056,21015,14
"71",71131,21054,14
"25",21010,21231,14
"21",21236,71182,14
"21",21540,21519,14
"21",21252,21603,14
"89",21231,21531,14
"58",21231,21102,14
"21",52121,21510,14
"93",93008,93046,14
"70",21231,21618,14
"21",21603,21711,14
"21",25056,21496,14
"21",21034,52121,14
"21",21515,80829,14
"21",21420,21087,14
"21",21211,99999,14
"21",89025,21425,14
"25",21231,21003,14
"21",21103,39198,14
"21",21149,21603,14
"21",21159,52121,14
"21",52121,21125,14
"21",21077,21603,14
"21",21263,21617,14
"21",21603,21382,14
"21",21278,21390,14
"21",21212,21425,14
"21",21464,21267,14
"21",21375,21054,14
"21",21482,21555,14
"21",21038,39335,14
"21",21023,21617,14
"21",21353,21515,14
"21",21285,39233,14
"21",21191,21632,14
"71",71512,71076,14
"21",21054,0,14
"71",71118,25056,14
"34",34301,34301,14
"21",21231,21677,14
"21",21515,21603,14
"21",39335,21038,14
"21",21617,21204,14
"71",21054,71131,14
"21",21674,21425,14
"71",71237,21461,14
"25",21464,21054,15
"71",71076,21512,15
"21",21054,21716,15
"39",21038,39500,15
"21",21162,21517,15
"21",21710,21080,15
"21",21609,21407,15
"21",21276,21603,15
"21",21428,21054,15
"71",21196,71182,15
"39",39128,39198,15
"21",21617,21239,15
"21",21,21231,15
"21",69029,21278,15
"21",71182,21228,15
"77",91687,91286,15
"21",21617,21370,15
"21",21617,21003,15
"25",21231,21405,15
"89",21231,21355,15
"21",21153,75115,15
"21",21281,21231,15
"21",21416,21433,15
"21",21617,21086,15
"21",21408,21171,15
"06",6157,6157,15
"21",21278,21563,15
"77",91286,91687,15
"21",21154,21125,15
"21",21170,69029,15
"21",21677,21231,15
"21",21302,21154,15
"21",10034,21154,15
"70",70327,21231,15
"21",21231,21544,15
"21",39198,21112,15
"21",21166,21487,15
"21",21332,21464,15
"21",21352,21166,15
"21",21617,21361,15
"21",21015,25056,15
"21",21125,52121,15
"21",71076,21102,15
"21",21603,21550,15
"21",21413,21603,15
"21",52121,21090,15
"21",21154,10034,15
"70",21231,70327,15
"21",21617,21333,15
"21",21525,1249,15
"21",21149,21154,15
"21",21617,21210,15
"21",21603,21201,15
"25",71076,21193,15
"21",21054,21110,15
"21",21161,21154,15
"21",25056,21355,15
"21",21080,21505,15
"21",21231,21182,15
"21",21317,21535,15
"70",21138,25056,15
"21",21316,21292,15
"21",21138,21038,15
"21",75115,21231,15
"21",21432,21655,15
"21",21231,21289,15
"21",21663,21611,15
"21",21494,21425,15
"89",89204,21247,15
"25",21632,21231,15
"21",39198,21249,15
"21",21617,21096,15
"71",71204,21054,15
"21",21590,71076,15
"21",21464,21623,15
"21",73149,21231,15
"75",75119,94069,15
"21",21525,58185,15
"21",69123,21315,15
"39",39198,39128,15
"21",21231,75115,15
"21",71182,21334,15
"39",25056,21074,15
"21",21256,21059,15
"21",21090,52121,15
"10",21231,21159,15
"21",21263,69152,15
"39",39233,39198,15
"94",75114,75114,15
"21",21655,21432,15
"21",21546,21603,15
"21",21054,69152,15
"21",21154,89210,15
"21",21607,21607,15
"21",21288,21231,15
"21",21457,21231,15
"21",21231,21113,15
"21",21112,39198,15
"21",21054,21140,15
"21",49205,21416,15
"10",21159,21231,15
"25",71182,21231,15
"21",89210,21154,15
"21",21485,21166,15
"71",21037,71076,15
"21",21095,21054,15
"25",21424,21231,15
"21",21680,25056,15
"10",10387,10261,15
"21",21228,71182,15
"13",13001,13001,15
"21",21408,21355,15
"21",21247,21617,15
"39",21575,39198,15
"21",21309,21154,15
"21",21154,21305,15
"21",21407,21609,15
"21",89321,21425,15
"21",21080,21710,15
"21",21054,69123,15
"21",21231,21520,15
"21",21231,25000,15
"21",21154,21438,15
"21",21166,21205,15
"71",21327,21054,15
"21",21365,21603,15
"21",21425,21455,15
"58",21054,58053,15
"21",21004,21425,15
"21",21060,21038,15
"90",90010,90097,15
"21",21060,21515,15
"21",21027,21617,15
"21",21441,0,15
"21",88435,21231,15
"21",21515,21060,15
"71",21231,71341,15
"21",21231,21659,15
"21",21623,21292,15
"21",69152,21263,15
"21",21166,21485,15
"25",21054,71182,15
"21",21059,21256,15
"21",21267,21166,15
"21",21054,21120,15
"21",21501,21214,15
"21",21171,21292,15
"21",21602,21154,15
"21",21611,21663,15
"21",21315,69123,15
"71",21658,21054,15
"21",21231,21380,15
"39",39500,21038,15
"21",21566,21023,15
"89",21247,89204,15
"21",21510,21154,15
"21",21214,21501,15
"21",21334,71182,15
"21",21270,21231,15
"21",71076,21038,16
"21",21617,21023,16
"21",21028,21617,16
"21",21617,21208,16
"21",71182,21616,16
"06",6088,83086,16
"21",21603,21629,16
"25",25056,21572,16
"21",21054,21445,16
"21",21231,21104,16
"25",21231,21317,16
"21",21114,21231,16
"21",21278,21525,16
"89",21231,21171,16
"21",10387,21460,16
"21",21347,71182,16
"06",83086,6088,16
"21",21453,21231,16
"21",21231,80486,16
"21",21054,21523,16
"25",21231,21370,16
"58",58053,21054,16
"39",21074,25056,16
"21",21054,21652,16
"89",21247,21603,16
"21",21502,0,16
"21",21278,21481,16
"21",21231,21119,16
"21",21715,21054,16
"10",10261,10387,16
"71",71391,71149,16
"21",21603,21276,16
"21",21120,21054,16
"21",21012,21425,16
"21",21260,21166,16
"21",21465,21425,16
"25",21370,21231,16
"21",21603,21047,16
"71",71076,71292,16
"21",21213,21278,16
"89",21617,89894,16
"21",71076,21590,16
"21",21381,21603,16
"21",21231,73149,16
"21",21166,80486,16
"21",21535,21317,16
"21",21425,21004,16
"21",21200,21222,16
"21",25388,21038,16
"39",21074,39198,16
"21",21231,52108,16
"21",21054,71443,16
"21",70279,21231,16
"21",21641,21425,16
"25",21231,21320,16
"77",77288,77288,16
"71",71306,71486,16
"21",80486,21231,16
"21",71182,21480,16
"21",21617,21421,16
"71",0,71081,16
"71",71341,21231,16
"21",21617,21500,16
"21",21182,21231,16
"21",69123,21684,16
"21",21166,75120,16
"21",71076,21092,16
"21",21455,21154,16
"21",21534,21166,16
"21",21460,10387,16
"21",39361,21231,16
"25",71182,21054,16
"21",21038,71076,16
"25",21231,21424,16
"25",21320,21231,16
"21",21603,21452,16
"21",39198,21331,16
"21",21399,21501,16
"21",21544,21231,16
"25",21231,21684,16
"21",21054,71118,16
"21",21166,21260,16
"75",94069,75119,16
"21",21210,21617,16
"21",21202,52121,16
"21",21131,0,16
"21",51649,21540,16
"21",21007,21603,16
"21",21057,39198,16
"21",21038,21367,16
"89",89235,89025,16
"21",21297,21617,16
"21",71076,21363,16
"21",21363,71076,16
"21",21603,21205,16
"71",71073,21231,16
"21",21382,21054,16
"21",89025,21247,16
"71",21231,71073,16
"21",21617,21043,16
"21",71263,21292,16
"21",21603,21128,16
"21",70058,21053,16
"26",26362,26362,16
"21",21154,21161,16
"71",21231,71014,16
"21",71182,21347,16
"21",52121,21202,16
"71",71076,21037,16
"21",21683,21334,16
"21",21617,21027,16
"21",21054,21050,16
"58",21403,21231,16
"21",71182,21087,16
"21",21602,21603,17
"21",21305,10387,17
"21",21617,21405,17
"21",21408,21292,17
"71",71076,21502,17
"21",21623,21617,17
"21",21582,21617,17
"71",71292,71076,17
"21",21195,21054,17
"21",21325,21231,17
"21",21026,21603,17
"21",21290,21555,17
"21",21638,21599,17
"21",32237,21231,17
"21",21231,88435,17
"21",21592,21166,17
"21",21408,21515,17
"21",21171,21661,17
"25",21231,21462,17
"25",21502,21054,17
"21",21673,21087,17
"21",21599,21638,17
"70",70550,70279,17
"21",21004,21617,17
"89",21425,21617,17
"21",21317,21390,17
"21",21247,89025,17
"21",21634,21231,17
"21",21584,21008,17
"21",21617,71282,17
"21",10059,21231,17
"71",21231,21236,17
"71",71182,21541,17
"21",21617,51259,17
"21",74065,21432,17
"21",21104,21231,17
"58",21231,21525,17
"21",71076,21189,17
"21",21166,21373,17
"21",21484,21603,17
"21",21231,21050,17
"21",21054,21325,17
"21",10387,21451,17
"21",21425,21594,17
"21",21140,21054,17
"39",25056,21342,17
"21",39198,53012,17
"39",39198,21074,17
"21",21242,21292,17
"21",21076,21292,17
"21",21231,10261,17
"21",52121,21519,17
"71",0,21231,17
"21",21583,21054,17
"21",71118,21617,17
"21",21340,21000,17
"21",21004,21109,17
"21",21425,21674,17
"89",21515,21231,17
"21",21231,21010,17
"21",21606,21464,17
"21",21523,21054,17
"07",26362,7323,17
"21",25056,21292,17
"21",21632,21191,17
"21",21087,21673,17
"21",21359,21154,17
"21",21690,21603,17
"21",3081,21054,17
"39",39198,21269,17
"21",21617,21582,17
"21",21451,10387,17
"21",21656,21292,17
"21",21292,21656,17
"21",21154,21359,17
"21",21436,0,17
"21",21425,21307,17
"21",21106,21166,17
"58",21231,21584,17
"21",21515,21016,17
"21",21515,21496,17
"21",21109,21004,17
"58",58053,21679,17
"21",21148,21054,17
"21",10387,21305,17
"21",21138,21278,17
"89",21603,21603,17
"21",71282,21231,17
"71",71263,21231,17
"21",21278,21138,17
"58",21525,21231,17
"21",21617,21623,17
"21",21455,21425,17
"89",21355,21231,17
"21",21617,21482,17
"21",21102,21603,17
"21",21380,21231,17
"21",21421,21617,17
"21",21278,21213,17
"21",21006,21603,17
"21",21617,21134,17
"21",21054,21195,17
"21",21317,21004,18
"21",21317,21179,18
"21",21535,21385,18
"33",33005,33063,18
"71",71234,71475,18
"21",21000,21420,18
"21",21603,21528,18
"21",21183,21617,18
"21",21617,21534,18
"21",21210,0,18
"71",21054,2639,18
"21",21420,21000,18
"21",21532,21005,18
"17",17318,17300,18
"21",21222,21200,18
"21",21686,21603,18
"21",21189,71076,18
"21",21208,21617,18
"21",21546,25056,18
"71",21054,21150,18
"21",71014,21349,18
"21",71269,21231,18
"21",21066,21231,18
"76",76217,76034,18
"21",21425,21655,18
"71",21420,71076,18
"34",34090,6012,18
"21",21231,32237,18
"21",21300,21617,18
"39",21269,39198,18
"21",21171,21532,18
"39",21342,25056,18
"71",21054,71073,18
"21",21603,21530,18
"21",21684,69123,18
"21",21054,21017,18
"21",21605,21617,18
"21",21337,21515,18
"76",76034,76217,18
"21",21332,21617,18
"21",21166,21106,18
"25",21231,21255,18
"21",21532,21171,18
"21",21564,21617,18
"21",21611,21024,18
"21",21545,21425,18
"21",21464,21278,18
"21",21422,21603,18
"21",21204,21617,18
"21",69029,21170,18
"21",71039,21231,18
"39",25056,39252,18
"37",37214,37261,18
"21",21493,21038,18
"21",21566,21584,18
"21",21519,52121,18
"07",7323,26362,18
"21",21171,71270,18
"71",71076,21420,18
"34",6012,34090,18
"25",21617,21166,18
"21",21432,74065,18
"59",59350,59350,18
"21",21617,21247,18
"21",99999,21211,18
"21",71076,21030,18
"21",21603,21102,18
"21",21231,71039,18
"25",21473,21231,18
"21",21632,21554,18
"33",33063,33005,18
"21",1711,21607,18
"21",21134,21617,18
"21",21231,21533,18
"21",21603,21484,18
"21",21128,21603,18
"21",5135,21231,18
"21",21603,21062,18
"21",71292,21166,18
"21",39141,21231,18
"21",21119,21231,18
"21",21109,10387,18
"21",21355,21356,18
"21",21404,21278,18
"21",21231,21407,18
"21",0,21054,18
"21",21691,39198,18
"21",21154,21460,18
"21",21458,21166,18
"71",71475,71234,18
"21",21464,21606,18
"21",21505,21584,18
"21",21569,21231,18
